longitude,latitude,dist,latlon
114.139605,22.582741,罗湖区,"114.139605,22.582741"
114.14812552806,22.589718488506,罗湖区,"114.14812552806,22.589718488506"
114.14266205374,22.581927895905,罗湖区,"114.14266205374,22.581927895905"
114.143774,22.583858,罗湖区,"114.143774,22.583858"
114.194518,22.601045,罗湖区,"114.194518,22.601045"
114.128808,22.584267,罗湖区,"114.128808,22.584267"
114.12692409885,22.586033085126,罗湖区,"114.12692409885,22.586033085126"
114.12384,22.59291,罗湖区,"114.12384,22.59291"
114.143774,22.583858,罗湖区,"114.143774,22.583858"
114.143774,22.583858,罗湖区,"114.143774,22.583858"
114.13193321118,22.58260895267,罗湖区,"114.13193321118,22.58260895267"
114.14959798424,22.584622134739,罗湖区,"114.14959798424,22.584622134739"
114.139605,22.582741,罗湖区,"114.139605,22.582741"
114.14278247622,22.587435310011,罗湖区,"114.14278247622,22.587435310011"
114.143774,22.583858,罗湖区,"114.143774,22.583858"
114.128808,22.584267,罗湖区,"114.128808,22.584267"
114.14105464177,22.589328203333,罗湖区,"114.14105464177,22.589328203333"
114.14266205374,22.581927895905,罗湖区,"114.14266205374,22.581927895905"
114.13135445885,22.58409847484,罗湖区,"114.13135445885,22.58409847484"
114.12692409885,22.586033085126,罗湖区,"114.12692409885,22.586033085126"
114.128188,22.581859,罗湖区,"114.128188,22.581859"
114.128188,22.581859,罗湖区,"114.128188,22.581859"
114.128188,22.581859,罗湖区,"114.128188,22.581859"
114.14266205374,22.581927895905,罗湖区,"114.14266205374,22.581927895905"
114.13534826098,22.583360006084,罗湖区,"114.13534826098,22.583360006084"
114.12692409885,22.586033085126,罗湖区,"114.12692409885,22.586033085126"
114.13258276756,22.585235469998,罗湖区,"114.13258276756,22.585235469998"
114.143529,22.586797,罗湖区,"114.143529,22.586797"
114.13041,22.591856,罗湖区,"114.13041,22.591856"
114.14356036174,22.589299535339,罗湖区,"114.14356036174,22.589299535339"
114.14278247622,22.587435310011,罗湖区,"114.14278247622,22.587435310011"
114.127802,22.58921,罗湖区,"114.127802,22.58921"
114.128808,22.584267,罗湖区,"114.128808,22.584267"
114.14795334992,22.584153211424,罗湖区,"114.14795334992,22.584153211424"
114.128188,22.581859,罗湖区,"114.128188,22.581859"
114.143529,22.586797,罗湖区,"114.143529,22.586797"
114.128188,22.581859,罗湖区,"114.128188,22.581859"
114.12692409885,22.586033085126,罗湖区,"114.12692409885,22.586033085126"
114.13258276756,22.585235469998,罗湖区,"114.13258276756,22.585235469998"
114.14356036174,22.589299535339,罗湖区,"114.14356036174,22.589299535339"
114.14266205374,22.581927895905,罗湖区,"114.14266205374,22.581927895905"
114.143529,22.586797,罗湖区,"114.143529,22.586797"
114.143529,22.586797,罗湖区,"114.143529,22.586797"
114.14476229655,22.589502653411,罗湖区,"114.14476229655,22.589502653411"
114.14504713021,22.586308071588,罗湖区,"114.14504713021,22.586308071588"
114.14278247622,22.587435310011,罗湖区,"114.14278247622,22.587435310011"
114.14266205374,22.581927895905,罗湖区,"114.14266205374,22.581927895905"
114.14105464177,22.589328203333,罗湖区,"114.14105464177,22.589328203333"
114.12692409885,22.586033085126,罗湖区,"114.12692409885,22.586033085126"
114.14390329099,22.588350903222,罗湖区,"114.14390329099,22.588350903222"
114.134168,22.582473,罗湖区,"114.134168,22.582473"
114.14105464177,22.589328203333,罗湖区,"114.14105464177,22.589328203333"
114.150524,22.584622,罗湖区,"114.150524,22.584622"
114.14457452567,22.591076402092,罗湖区,"114.14457452567,22.591076402092"
114.14457452567,22.591076402092,罗湖区,"114.14457452567,22.591076402092"
114.14356036174,22.589299535339,罗湖区,"114.14356036174,22.589299535339"
114.15020111898,22.583706114874,罗湖区,"114.15020111898,22.583706114874"
114.14457452567,22.591076402092,罗湖区,"114.14457452567,22.591076402092"
114.14278247622,22.587435310011,罗湖区,"114.14278247622,22.587435310011"
114.139605,22.582741,罗湖区,"114.139605,22.582741"
114.15132442284,22.582820938931,罗湖区,"114.15132442284,22.582820938931"
114.149244,22.593559,罗湖区,"114.149244,22.593559"
114.149244,22.593559,罗湖区,"114.149244,22.593559"
114.14278247622,22.587435310011,罗湖区,"114.14278247622,22.587435310011"
114.14812552806,22.589718488506,罗湖区,"114.14812552806,22.589718488506"
114.12985100779,22.582793074805,罗湖区,"114.12985100779,22.582793074805"
114.138008,22.564406,罗湖区,"114.138008,22.564406"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.136364,22.580183,罗湖区,"114.136364,22.580183"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.13827423508,22.565665867082,罗湖区,"114.13827423508,22.565665867082"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.147448,22.572108,罗湖区,"114.147448,22.572108"
114.138641,22.564811,罗湖区,"114.138641,22.564811"
114.14466674814,22.567623274084,罗湖区,"114.14466674814,22.567623274084"
114.14400235604,22.575942387973,罗湖区,"114.14400235604,22.575942387973"
114.13827423508,22.565665867082,罗湖区,"114.13827423508,22.565665867082"
114.136364,22.580183,罗湖区,"114.136364,22.580183"
114.13827423508,22.565665867082,罗湖区,"114.13827423508,22.565665867082"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.137272,22.567987,罗湖区,"114.137272,22.567987"
114.13758982282,22.574413755731,罗湖区,"114.13758982282,22.574413755731"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.1485,22.572496,罗湖区,"114.1485,22.572496"
114.1485,22.572496,罗湖区,"114.1485,22.572496"
114.13827423508,22.565665867082,罗湖区,"114.13827423508,22.565665867082"
114.13957136645,22.579561594597,罗湖区,"114.13957136645,22.579561594597"
114.14685758083,22.577898757624,罗湖区,"114.14685758083,22.577898757624"
114.1485,22.572496,罗湖区,"114.1485,22.572496"
114.14273870805,22.576091729851,罗湖区,"114.14273870805,22.576091729851"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.13691032571,22.564051905388,罗湖区,"114.13691032571,22.564051905388"
114.143258,22.569588,罗湖区,"114.143258,22.569588"
114.14685758083,22.577898757624,罗湖区,"114.14685758083,22.577898757624"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.14400235604,22.575942387973,罗湖区,"114.14400235604,22.575942387973"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.14042350647,22.580649943898,罗湖区,"114.14042350647,22.580649943898"
114.1485,22.572496,罗湖区,"114.1485,22.572496"
114.14685758083,22.577898757624,罗湖区,"114.14685758083,22.577898757624"
114.13786104954,22.578710073252,罗湖区,"114.13786104954,22.578710073252"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.14672676934,22.574307182535,罗湖区,"114.14672676934,22.574307182535"
114.13827423508,22.565665867082,罗湖区,"114.13827423508,22.565665867082"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.13957136645,22.579561594597,罗湖区,"114.13957136645,22.579561594597"
114.142004,22.574957,罗湖区,"114.142004,22.574957"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.136063,22.577684,罗湖区,"114.136063,22.577684"
114.13692185348,22.567883177265,罗湖区,"114.13692185348,22.567883177265"
114.14685758083,22.577898757624,罗湖区,"114.14685758083,22.577898757624"
114.14353462316,22.574327559401,罗湖区,"114.14353462316,22.574327559401"
114.13827423508,22.565665867082,罗湖区,"114.13827423508,22.565665867082"
114.141884,22.566905,罗湖区,"114.141884,22.566905"
114.13786104954,22.578710073252,罗湖区,"114.13786104954,22.578710073252"
114.143258,22.569588,罗湖区,"114.143258,22.569588"
114.14346890822,22.570246415064,罗湖区,"114.14346890822,22.570246415064"
114.142004,22.574957,罗湖区,"114.142004,22.574957"
114.13786104954,22.578710073252,罗湖区,"114.13786104954,22.578710073252"
114.147013,22.573096,罗湖区,"114.147013,22.573096"
114.13957136645,22.579561594597,罗湖区,"114.13957136645,22.579561594597"
114.14107288097,22.57697849835,罗湖区,"114.14107288097,22.57697849835"
114.13692185348,22.567883177265,罗湖区,"114.13692185348,22.567883177265"
114.14400235604,22.575942387973,罗湖区,"114.14400235604,22.575942387973"
114.13786104954,22.578710073252,罗湖区,"114.13786104954,22.578710073252"
114.14672676934,22.574307182535,罗湖区,"114.14672676934,22.574307182535"
