_id,bathroom_num,bedroom_num,bizcircle_name,city,dist,distance,frame_orientation,hall_num,house_tag,house_title,latitude,layout,longitude,m_url,rent_area,rent_price_listing,rent_price_unit,resblock_name,type
5d1ac02a38a4e51e8e60613b,2,3,莲塘,深圳,罗湖区,,南 北,1,,万科东方尊峪 3室1厅 南/北,22.563885754861,3室1厅2卫,114.19805860377,https://m.lianjia.com/chuzu/sz/zufang/SZ2243217403020853248.html,137,11000,元/月,万科东方尊峪,整租
5d1add5738a4e51e8e60ce87,2,3,横岗,深圳,龙岗区,228,东南,2,近地铁 新上,信义御城豪园 3室2厅 东南,22.65636,3室2厅2卫,114.219222,https://m.lianjia.com/chuzu/sz/zufang/SZ2291157409009238016.html,89,5700,元/月,信义御城豪园,整租
5d1aef3138a4e51e8e610dd5,1,4,车公庙,深圳,福田区,682,东南,1,月租 近地铁 精装 押一付一 随时看房,合租·都市花园 4居室 东南卧,22.536331422853,4室1厅1卫,114.05504957513,https://m.lianjia.com/chuzu/sz/zufang/SZ2260842149908594688.html,8,2190,元/月,都市花园,合租
5d1ad16138a4e51e8e609f39,2,4,梅沙,深圳,盐田区,,东南,2,精装 双卫生间 随时看房,整租·东部华侨城大侠谷公寓 4室2厅 东南,22.61389,4室2厅2卫,114.309598,https://m.lianjia.com/chuzu/sz/zufang/SZ2204961707963719680.html,194,8000,元/月,东部华侨城大侠谷公寓,整租
5d1acdd338a4e51e8e609242,1,1,前海,深圳,南山区,,东,1,公寓 精装 随时看房,整租·佳兆业前海广场二期 1室1厅 东,22.501877,1室1厅1卫,113.892136,https://m.lianjia.com/chuzu/sz/zufang/SZ2265673291593695232.html,71,7300,元/月,佳兆业前海广场二期,整租
5d1ac93338a4e51e8e608196,1,2,后海,深圳,南山区,219,西北,1,公寓 近地铁 随时看房,整租·漾日湾畔 2室1厅 西北,22.525248048744,2室1厅1卫,113.9451676817,https://m.lianjia.com/chuzu/sz/zufang/SZ2254997966064721920.html,74,9260,元/月,漾日湾畔,整租
5d1ad26338a4e51e8e60a2da,1,3,宝安中心,深圳,宝安区,415, 西北,2,公寓 近地铁 精装 新上 随时看房,整租·尚都一期 3室2厅 西北,22.564432,3室2厅1卫,113.892395,https://m.lianjia.com/chuzu/sz/zufang/SZ2291752900168253440.html,98,7600,元/月,尚都一期,整租
5d1ac6e938a4e51e8e607997,1,2,香蜜湖,深圳,福田区,460,东南,1,近地铁 精装,整租·香榭里花园 2室1厅 东南,22.549595031179,2室1厅1卫,114.02625503301,https://m.lianjia.com/chuzu/sz/zufang/SZ2276583629838884864.html,83,12000,元/月,香榭里花园,整租
5d1adc3938a4e51e8e60ca5a,1,2,丹竹头,深圳,龙岗区,719,西北,1,近地铁 随时看房,中城康桥花园二期 2室1厅 西北,22.632023,2室1厅1卫,114.149801,https://m.lianjia.com/chuzu/sz/zufang/SZ2249916062235623424.html,58,4000,元/月,中城康桥花园二期,整租
5d1aeea338a4e51e8e610ba5,1,4,布心,深圳,罗湖区,393,南,1,公寓 近地铁 独立阳台 随时看房,合租·鹏城花园 4居室 南卧,22.587597989762,4室1厅1卫,114.14864776367,https://m.lianjia.com/chuzu/sz/zufang/SZ2283119571768442880.html,12,1960,元/月,鹏城花园,合租
5d1ae10b38a4e51e8e60dc9f,2,3,龙岗中心城,深圳,龙岗区,516,西南,1,近地铁,远洋新干线一期 3室1厅 西南,22.724439,3室1厅2卫,114.268117,https://m.lianjia.com/chuzu/sz/zufang/SZ2278917034450624512.html,88,4500,元/月,远洋新干线一期,整租
5d1ad5d938a4e51e8e60b0a8,1,2,新安,深圳,宝安区,98,东南,2,近地铁,都市翠海华苑 2室2厅 东南,22.575441,2室2厅1卫,113.912285,https://m.lianjia.com/chuzu/sz/zufang/SZ2278201519549718528.html,60,6500,元/月,都市翠海华苑,整租
5d1ad4b938a4e51e8e60abfd,1,3,松岗,深圳,宝安区,627,南,2,近地铁,松河瑞园二期 3室2厅 南,22.774687,3室2厅1卫,113.838082,https://m.lianjia.com/chuzu/sz/zufang/SZ2269323742163509248.html,76,4200,元/月,松河瑞园二期,整租
5d1ac39238a4e51e8e606d84,1,1,华强北,深圳,福田区,,南 北,0,独栋公寓 月租 拎包入住 近地铁 开放厨房,独栋·银佳公寓 科学馆店 高级房 开间,22.545358,1室0厅1卫,114.10356,https://m.lianjia.com/chuzu/sz/apartment/layout/51315.html,32,6000,元/月,,整租
5d1acac538a4e51e8e6086e3,1,1,科技园,深圳,南山区,238,东 东南 南 西南 西,1,公寓 月租 近地铁 精装 押一付一,整租·大冲新城花园 1室1厅 东/东南/南/西南/西,22.547986,1室1厅1卫,113.959447,https://m.lianjia.com/chuzu/sz/zufang/SZ2279627378932596736.html,50,7200,元/月,大冲新城花园,整租
5d1ae05a38a4e51e8e60da0e,1,3,龙岗中心城,深圳,龙岗区,,南,2,精装 随时看房,整租·熙和园 3室2厅 南,22.734325770618,3室2厅1卫,114.23671620836,https://m.lianjia.com/chuzu/sz/zufang/SZ2283243237903187968.html,71,4500,元/月,熙和园,整租
5d1ae73838a4e51e8e60f3f5,2,2,上塘,深圳,龙华区,446,东南 南,1,公寓 月租 近地铁 精装 押一付一 双卫生间 随时看房,整租·鸿荣源·尚峻 2室1厅 复式 东南/南,22.647465095155,2室1厅2卫,114.01834430836,https://m.lianjia.com/chuzu/sz/zufang/SZ2285412422594600960.html,65,4950,元/月,鸿荣源·尚峻,整租
5d1ae36138a4e51e8e60e4c0,2,3,红山,深圳,龙华区,447,南,2,近地铁,汇龙湾 3室2厅 南,22.628137,3室2厅2卫,114.034787,https://m.lianjia.com/chuzu/sz/zufang/SZ2266032296232755200.html,89,8000,元/月,汇龙湾,整租
5d1ad78f38a4e51e8e60b762,1,1,西乡,深圳,宝安区,,南,1,独栋公寓 月租 拎包入住 有阳台 开放厨房 押一付一,独栋·湾流国际青年社区 宝安公园店 兰桂飘香A户型 1室1厅,22.592114,1室1厅1卫,113.900547,https://m.lianjia.com/chuzu/sz/apartment/layout/175936.html,28,1700,元/月,,整租
5d1ad1fc38a4e51e8e60a161,2,3,宝安中心,深圳,宝安区,187,南,1,近地铁,熙龙湾二期 3室1厅 南,22.552472,3室1厅2卫,113.897925,https://m.lianjia.com/chuzu/sz/zufang/SZ2262369700266639360.html,131,15000,元/月,熙龙湾二期,整租
5d1af32638a4e51e8e611d9b,1,4,西丽,深圳,南山区,766,西,1,公寓 近地铁 随时看房,合租·龙祥苑 4居室 西卧,22.573818,4室1厅1卫,113.97316,https://m.lianjia.com/chuzu/sz/zufang/SZ2237389303359741952.html,6,1690,元/月,龙祥苑,合租
5d1adbfe38a4e51e8e60c986,1,1,布吉南岭,深圳,龙岗区,,东,1,新上 随时看房,万科公园里一期 1室1厅 东,22.612728,1室1厅1卫,114.162505,https://m.lianjia.com/chuzu/sz/zufang/SZ2287586218579329024.html,39,2500,元/月,万科公园里一期,整租
5d1ad53338a4e51e8e60adf6,1,1,沙井,深圳,宝安区,,东南 西南,1,独栋公寓 开放厨房,独栋·合富创寓 沙井店 欧式榻榻米免租一个月 1室1厅,22.745366,1室1厅1卫,113.826001,https://m.lianjia.com/chuzu/sz/apartment/layout/7039.html,17-20,1080-1280,元/月,,整租
5d1abe1d38a4e51e8e6059ee,1,2,布心,深圳,罗湖区,133,东南,1,近地铁,今日家园 2室1厅 复式 东南,22.587435310011,2室1厅1卫,114.14278247622,https://m.lianjia.com/chuzu/sz/zufang/SZ2172420717101465600.html,62,5600,元/月,今日家园,整租
5d1ac6d938a4e51e8e60795f,3,3,香蜜湖,深圳,福田区,366,北,1,近地铁 精装 新上,整租·东海国际公寓 3室1厅 复式 北,22.542793,3室1厅3卫,114.028066,https://m.lianjia.com/chuzu/sz/zufang/SZ2290641917555515392.html,201,39000,元/月,东海国际公寓,整租
5d1adc4938a4e51e8e60ca9c,1,2,丹竹头,深圳,龙岗区,355,东,1,新上,英郡年华 2室1厅 东,22.622233984324,2室1厅1卫,114.15678995395,https://m.lianjia.com/chuzu/sz/zufang/SZ2291804497665859584.html,65,4600,元/月,英郡年华,整租
5d1acc8838a4e51e8e608d8f,1,3,南山中心,深圳,南山区,938,南 北,1,近地铁,海岸明珠园 3室1厅 南/北,22.521184,3室1厅1卫,113.938566,https://m.lianjia.com/chuzu/sz/zufang/SZ2282359145250160640.html,73,9300,元/月,海岸明珠园,整租
5d1ad5f838a4e51e8e60b121,2,3,新安,深圳,宝安区,,东南,2,,雅然居 3室2厅 东南,22.585066963183,3室2厅2卫,113.89961643881,https://m.lianjia.com/chuzu/sz/zufang/SZ2274521051268653056.html,92,5800,元/月,雅然居,整租
5d1ad64c38a4e51e8e60b286,1,1,新安,深圳,宝安区,,南,1,独栋公寓 月租 近地铁 开放厨房,独栋·锦荣居 上合店104号 一房一厅 1室1厅,22.582529,1室1厅1卫,113.907259,https://m.lianjia.com/chuzu/sz/apartment/layout/98860.html,30,3300,元/月,,整租
5d1adfce38a4e51e8e60d80c,1,3,龙岗中心城,深圳,龙岗区,,南,2,,愉园新村 3室2厅 南,22.727454217205,3室2厅1卫,114.24375331862,https://m.lianjia.com/chuzu/sz/zufang/SZ2275921705744465920.html,97,3000,元/月,愉园新村,整租
5d1ae62a38a4e51e8e60efb1,1,1,民治,深圳,龙华区,,南,0,独栋公寓 月租 拎包入住 近地铁 开放厨房,独栋·鲤鱼公寓 民治1号店 精巧简居 开间,22.614295,1室0厅1卫,114.051447,https://m.lianjia.com/chuzu/sz/apartment/layout/104156.html,20,2000,元/月,,整租
5d1ac67c38a4e51e8e607801,1,2,上下沙,深圳,福田区,29,西南,1,近地铁,京基滨河时代 2室1厅 西南,22.534192,2室1厅1卫,114.032753,https://m.lianjia.com/chuzu/sz/zufang/SZ2263732385311375360.html,68,13500,元/月,京基滨河时代,整租
5d1af12138a4e51e8e611590,1,3,石厦,深圳,福田区,197,东南,1,月租 近地铁 精装 押一付一 随时看房,合租·碧馨苑 3居室 东南卧,22.529755,3室1厅1卫,114.060968,https://m.lianjia.com/chuzu/sz/zufang/SZ2256458897218863104.html,14,2730,元/月,碧馨苑,合租
5d1acfb238a4e51e8e60991c,2,2,蛇口,深圳,南山区,,东南,1,独栋公寓 近地铁 有阳台,独栋·明华公寓 蛇口店 A1型两房一厅公寓 2室1厅,22.490881,2室1厅2卫,113.91779,https://m.lianjia.com/chuzu/sz/apartment/layout/15082.html,132,25000,元/月,,整租
5d1af64038a4e51e8e6128fe,1,3,红山,深圳,龙华区,1005,南,1,月租 近地铁 精装 押一付一 随时看房,合租·华业玫瑰四季馨园二期 3居室 南卧,22.631644,3室1厅1卫,114.024561,https://m.lianjia.com/chuzu/sz/zufang/SZ2271074377627860992.html,14,1790,元/月,华业玫瑰四季馨园二期,合租
5d1acd0a38a4e51e8e608f62,1,1,南头,深圳,南山区,1098,南,1,近地铁 随时看房,鸿洲新都 1室1厅 南,22.545513922234,1室1厅1卫,113.92629680038,https://m.lianjia.com/chuzu/sz/zufang/SZ2286046006430662656.html,46,5000,元/月,鸿洲新都,整租
5d1ad7cd38a4e51e8e60b831,1,1,西乡,深圳,宝安区,,西南,0,独栋公寓 月租 近地铁 开放厨房,独栋·非谷公寓 坪洲店 04阳光大单间 开间,22.576035,1室0厅1卫,113.874286,https://m.lianjia.com/chuzu/sz/apartment/layout/127128.html,18,2180,元/月,,整租
5d1ad93a38a4e51e8e60be5b,1,2,布吉大芬,深圳,龙岗区,684,东南,1,近地铁 随时看房,整租·帝景峰 2室1厅 东南,22.616948,2室1厅1卫,114.139396,https://m.lianjia.com/chuzu/sz/zufang/SZ2277603153111154688.html,52,3200,元/月,帝景峰,整租
5d1ac02338a4e51e8e606121,2,3,莲塘,深圳,罗湖区,,南,2,随时看房,航天晴山月 3室2厅 复式 南,22.561485433706,3室2厅2卫,114.19489525244,https://m.lianjia.com/chuzu/sz/zufang/SZ2143912201961357312.html,90,11000,元/月,航天晴山月,整租
5d1acb5638a4e51e8e6088fc,1,1,科技园,深圳,南山区,266, 东,0,公寓 近地铁 精装 新上 随时看房,整租·大冲新城花园 1室0厅 东,22.54751,1室0厅1卫,113.958639,https://m.lianjia.com/chuzu/sz/zufang/SZ2290556466438086656.html,40,5800,元/月,大冲新城花园,整租
5d1abe9a38a4e51e8e605ba6,2,1,春风路,深圳,罗湖区,252,南 北,1,近地铁 随时看房,钻石时代 1室1厅 复式 南/北,22.548341828704,1室1厅2卫,114.13529440162,https://m.lianjia.com/chuzu/sz/zufang/SZ2273751966901338112.html,27,4800,元/月,钻石时代,整租
5d1accd138a4e51e8e608e93,1,1,南头,深圳,南山区,491,南,0,近地铁,南景苑 1室0厅 南,22.537619731494,1室0厅1卫,113.92702471013,https://m.lianjia.com/chuzu/sz/zufang/SZ2222226887839580160.html,35,3500,元/月,南景苑,整租
5d1ac13638a4e51e8e6064f8,1,1,八卦岭,深圳,福田区,,东 南 西北,1,独栋公寓 月租 近地铁 有阳台 开放厨房 押一付一,独栋·柚米国际社区 八卦岭店 清新女神范 1室1厅,22.564266,1室1厅1卫,114.107711,https://m.lianjia.com/chuzu/sz/apartment/layout/173812.html,30,4008,元/月,,整租
5d1aef2538a4e51e8e610da6,1,3,车公庙,深圳,福田区,1163,南,1,公寓 近地铁 随时看房,合租·活力宝小区 3居室 南卧,22.535350718996,3室1厅1卫,114.04988735462,https://m.lianjia.com/chuzu/sz/zufang/SZ2102613336692113408.html,12,2230,元/月,活力宝小区,合租
5d1ad7b438a4e51e8e60b7df,1,1,西乡,深圳,宝安区,,南,0,独栋公寓 月租 近地铁 押一付一,独栋·冠寓 深圳后瑞店 平层 开间,22.64071614943542,1室0厅1卫,113.84681824057235,https://m.lianjia.com/chuzu/sz/apartment/layout/170536.html,30,2326,元/月,,整租
5d1aca4338a4e51e8e608510,2,3,华侨城,深圳,南山区,496,东北,2,近地铁 随时看房,假日湾 3室2厅 东北,22.545621687136,3室2厅2卫,113.98414668477,https://m.lianjia.com/chuzu/sz/zufang/SZ2281831243723046912.html,123,14500,元/月,假日湾,整租
