longitude,latitude,dist,latlon
113.381447,23.175756,天河,"113.381447,23.175756"
113.385199,23.177817,天河,"113.385199,23.177817"
113.393277,23.1771,天河,"113.393277,23.1771"
113.410013,23.161367,天河,"113.410013,23.161367"
113.388852,23.168109,天河,"113.388852,23.168109"
113.388852,23.168109,天河,"113.388852,23.168109"
113.388852,23.168109,天河,"113.388852,23.168109"
113.408598,23.174852,天河,"113.408598,23.174852"
113.393277,23.1771,天河,"113.393277,23.1771"
113.385199,23.177817,天河,"113.385199,23.177817"
113.384622,23.175031,天河,"113.384622,23.175031"
113.404226,23.159301,天河,"113.404226,23.159301"
113.381286,23.17576,天河,"113.381286,23.17576"
113.388852,23.168109,天河,"113.388852,23.168109"
113.384622,23.175031,天河,"113.384622,23.175031"
113.408598,23.174852,天河,"113.408598,23.174852"
113.384622,23.175031,天河,"113.384622,23.175031"
113.385732,23.172568,天河,"113.385732,23.172568"
113.381447,23.175756,天河,"113.381447,23.175756"
113.381447,23.175756,天河,"113.381447,23.175756"
113.388852,23.168109,天河,"113.388852,23.168109"
113.410013,23.161367,天河,"113.410013,23.161367"
113.385732,23.172568,天河,"113.385732,23.172568"
113.410013,23.161367,天河,"113.410013,23.161367"
113.408598,23.174852,天河,"113.408598,23.174852"
113.388852,23.168109,天河,"113.388852,23.168109"
113.381447,23.175756,天河,"113.381447,23.175756"
113.384622,23.175031,天河,"113.384622,23.175031"
113.393277,23.1771,天河,"113.393277,23.1771"
113.384622,23.175031,天河,"113.384622,23.175031"
113.388852,23.168109,天河,"113.388852,23.168109"
113.384622,23.175031,天河,"113.384622,23.175031"
113.381447,23.175756,天河,"113.381447,23.175756"
113.408598,23.174852,天河,"113.408598,23.174852"
113.388852,23.168109,天河,"113.388852,23.168109"
113.385199,23.177817,天河,"113.385199,23.177817"
113.410013,23.161367,天河,"113.410013,23.161367"
113.385199,23.177817,天河,"113.385199,23.177817"
113.386056,23.168541,天河,"113.386056,23.168541"
113.385199,23.177817,天河,"113.385199,23.177817"
113.384828,23.170822,天河,"113.384828,23.170822"
113.410013,23.161367,天河,"113.410013,23.161367"
113.40448,23.178201,天河,"113.40448,23.178201"
113.410013,23.161367,天河,"113.410013,23.161367"
113.402689,23.197467,天河,"113.402689,23.197467"
113.384622,23.175031,天河,"113.384622,23.175031"
113.393277,23.1771,天河,"113.393277,23.1771"
113.385199,23.177817,天河,"113.385199,23.177817"
113.384622,23.175031,天河,"113.384622,23.175031"
113.385199,23.177817,天河,"113.385199,23.177817"
113.386056,23.168541,天河,"113.386056,23.168541"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.385199,23.177817,天河,"113.385199,23.177817"
113.410013,23.161367,天河,"113.410013,23.161367"
113.384622,23.175031,天河,"113.384622,23.175031"
113.391074,23.167802,天河,"113.391074,23.167802"
113.391074,23.167802,天河,"113.391074,23.167802"
113.388473,23.170954,天河,"113.388473,23.170954"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.384622,23.175031,天河,"113.384622,23.175031"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.384622,23.175031,天河,"113.384622,23.175031"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.385199,23.177817,天河,"113.385199,23.177817"
113.391074,23.167802,天河,"113.391074,23.167802"
113.408598,23.174852,天河,"113.408598,23.174852"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.384622,23.175031,天河,"113.384622,23.175031"
113.387968,23.170428,天河,"113.387968,23.170428"
113.384828,23.170822,天河,"113.384828,23.170822"
113.385199,23.177817,天河,"113.385199,23.177817"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.408598,23.174852,天河,"113.408598,23.174852"
113.384828,23.170822,天河,"113.384828,23.170822"
113.408598,23.174852,天河,"113.408598,23.174852"
113.404239,23.159646,天河,"113.404239,23.159646"
113.408598,23.174852,天河,"113.408598,23.174852"
113.385732,23.172568,天河,"113.385732,23.172568"
113.410013,23.161367,天河,"113.410013,23.161367"
113.408598,23.174852,天河,"113.408598,23.174852"
113.410013,23.161367,天河,"113.410013,23.161367"
113.385059,23.173436,天河,"113.385059,23.173436"
113.410013,23.161367,天河,"113.410013,23.161367"
113.389334,23.167927,天河,"113.389334,23.167927"
113.410013,23.161367,天河,"113.410013,23.161367"
113.384828,23.170822,天河,"113.384828,23.170822"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.408598,23.174852,天河,"113.408598,23.174852"
113.385199,23.177817,天河,"113.385199,23.177817"
113.385199,23.177817,天河,"113.385199,23.177817"
113.392233,23.167626,天河,"113.392233,23.167626"
113.410013,23.161367,天河,"113.410013,23.161367"
113.40448,23.178201,天河,"113.40448,23.178201"
113.384622,23.175031,天河,"113.384622,23.175031"
113.387131,23.166825,天河,"113.387131,23.166825"
113.410013,23.161367,天河,"113.410013,23.161367"
113.388473,23.170954,天河,"113.388473,23.170954"
113.410013,23.161367,天河,"113.410013,23.161367"
113.404239,23.159646,天河,"113.404239,23.159646"
113.385199,23.177817,天河,"113.385199,23.177817"
113.384467,23.169549,天河,"113.384467,23.169549"
113.384622,23.175031,天河,"113.384622,23.175031"
113.410013,23.161367,天河,"113.410013,23.161367"
113.410013,23.161367,天河,"113.410013,23.161367"
113.384622,23.175031,天河,"113.384622,23.175031"
113.384622,23.175031,天河,"113.384622,23.175031"
113.384622,23.175031,天河,"113.384622,23.175031"
113.406445,23.133626,天河,"113.406445,23.133626"
113.40103,23.131444,天河,"113.40103,23.131444"
113.401928,23.129851,天河,"113.401928,23.129851"
113.399929,23.131676,天河,"113.399929,23.131676"
113.402176,23.125455,天河,"113.402176,23.125455"
113.400365,23.147216,天河,"113.400365,23.147216"
113.424814,23.127601,天河,"113.424814,23.127601"
113.405063,23.133317,天河,"113.405063,23.133317"
113.400365,23.147216,天河,"113.400365,23.147216"
113.405063,23.133317,天河,"113.405063,23.133317"
113.401959,23.135211,天河,"113.401959,23.135211"
113.401959,23.135211,天河,"113.401959,23.135211"
113.424814,23.127601,天河,"113.424814,23.127601"
113.404605,23.136628,天河,"113.404605,23.136628"
113.399416,23.144624,天河,"113.399416,23.144624"
113.401959,23.135211,天河,"113.401959,23.135211"
113.40032,23.133276,天河,"113.40032,23.133276"
113.39716,23.121556,天河,"113.39716,23.121556"
113.399929,23.131676,天河,"113.399929,23.131676"
113.400365,23.147216,天河,"113.400365,23.147216"
113.402715,23.133828,天河,"113.402715,23.133828"
113.399929,23.131676,天河,"113.399929,23.131676"
113.419776,23.115196,天河,"113.419776,23.115196"
